author,date,quote,id
"""Serge, describing a device to make a huge show of flinging villagers into a giant, conspicuous volcano""",2019-01-10,"""""""That's pretty subtle""""""",567
Serge,2019-01-10,"""""""Who knew the trick was just hide it with fire.""""""",568
Jo,2019-01-10,"""""""Alright....good bye you poor soul.""""""",569
Serge,2019-01-14,"""""""They're being body blocked by the baboes.""""""",570
Jo,2019-01-14,"""""""I need more flesh.""""""",571
Serge,2019-01-14,"""""""We might have wall babies.""""""",572
Serge,2019-01-14,"""""""I hope you're ready for the biggest brain moment ever. I'm in a WALL!""""""",573
AnimeKitty,2019-01-14,"""""""You will never use channeling, calling it now.""""""",574
Serge,2018-01-14,"""""""I love that we collected all the materials before we counted. But you know, it wouldn't be a Serge dream if it just worked.""""""",575
Serge,2019-01-14,"""""""Remember, just say no to wall zombies.""""""",576
Serge,2019-01-14,"""""""As a result of my hubris, I fell into my own murder machine.""""""",577
Serge,2019-01-14,"""""""That's my favorite type of work, the kind I don't have to do!""""""",578
Serge,2018-01-14,"""""""McDonald's is the best coffee in Victoria.""""""",579
Serge,2019-01-15,"""""""Chat I lost my stuff...""""""",580
Serge,2019-01-15,"""""""*Now* we're cookin' with dirt!""""""",581
Serge,2019-01-15,"""""""Just get brown.""""""",582
"""Serge, on the road to definitely not getting there""",2019-01-16,"""""""We'll get there.""""""",583
Serge,2019-01-22,"""""""Delicious, delicious James Turner coffee.""""""",584
Serge,2019-01-22,"""""""That's looking like a good little hill friend there.""""""",585
Serge,2019-01-22,"""""""No scope creep! No scope creep! ♫ Two young loveeers... ♫""""""",586
"""Serge, wounded by an EJGRgunner pun""",2019-01-22,"""""""You may begin the booing.""""""",587
Serge,2019-01-22,"""""""I need an empty shulker box to put my life into.""""""",588
Serge,2019-01-22,"""""""I was SHOCKED and BETRAYED, JoeKim!""""""",589
Serge,2019-01-23,"""""""Now that we have ice cream, things just get better and better!""""""",590
Serge,2019-01-24,"""""""Okay, friends, let's burn everything. Good, good, good.""""""",591
Serge,2019-01-24,"""""""The system works!"""" *Flush*""",592
Serge,2019-01-24,"""""""It doesn't matter that this room isn't super pretty.""""""",593
Serge,2019-01-24,"""""""I like TQ a bunch.""""""",594
Serge,2019-01-24,"""""""Help me! Scope creep! It's happening!""""""",595
Serge,2019-01-24,"""""""That was a *celebratory* 'oops.'""""""",596
Serge,2019-01-24,"""""""That's right I just said samey wall face, don't @ me!""""""",597
Serge,2019-01-24,"""""""That's on fire. That's on fire. *I'm* on fire...""""""",598
Serge,2019-01-24,"""""""Stop standing in the fire Serge!""""""",599
Serge,2019-01-24,"""""""I'm sorry TQ we're killing more coral.""""""",600
Serge,2018-01-25,"""""""I'm just an INNOCENT little Cannibal!""""""",601
Adam,2019-01-25,"""""""Why not just kill 'em all!?""""""",602
Adam,2019-01-25,"""""""Ahhhh I'm on fire!"""" -Ben """"Idiots."""" -Serge """"My turn! MY TURN!""""""",603
"""Ben, while trying to help Serge""",2019-01-25,"""""""Don't worry about it..."""" *Kills Serge*""",604
Ben,2019-01-25,"""""""You always just look *so cool*, Adam!""""""",605
"""Serge, beating a sheep to death with a book""",2019-01-28,"""""""It didn't have to be this way, sheep.""""""",606
Serge,2019-01-28,"""""""I'm sorry I judged you, pig, you're beautiful.""""""",607
Serge,2019-01-28,"""""""Good news: We're back in the murderhole.""""""",608
Serge,2019-01-28,"""""""You have exactly 112 durability till icecream""""""",609
Serge,2019-01-28,"""""""Are you wearing pants, or is that just your skin?""""""",610
Serge,2019-01-29,"""""""Pardon me, I'm a peasant.""""""",611
Serge,2019-01-29,"""""""Oooooh... it looks like it's drinking blood...""""""",612
Jo,2019-01-29,"""""""COWS!""""""",613
Serge,2019-01-30,"""""""Lean on the power of your orbs.""""""",614
"""Serge, getting goofed up""",2019-01-30,"""""""The math was wrooooong!""""""",615
Serge,2019-01-30,"""""""I like the doughnut.""""""",616
Serge,2019-01-30,"""""""Can I kill you and eat you?""""""",617
Serge,2019-01-30,"""""""I think I'm okay with becoming a vampire...""""""",618
Serge,2019-01-30,"""""""I like to try to live the life of greed.""""""",619
Serge,2019-01-30,"""""""I don't blame chat, JoeKim; I blame you, personally.""""""",620
Serge,2019-01-30,"""""""Bad dog! You didn't save the hero!""""""",621
Serge,2019-01-31,"""""""If we do logs, we can get this really nice log aesthetic.""""""",622
Serge,2019-01-31,"""""""Ugh... *more* diamonds...""""""",623
Serge,2019-01-31,"""""""I use Creeperhost, because that's the first thing Uno said to me. #notasponsor""""""",624
Serge,2019-01-31,"""""""This is the chicken that is looking for its lost dead lover.""""""",625
Serge,2019-01-31,"""""""If you play on a server with Uno, Never leave TNT lying around.""""""",626
RebelliousUno,2019-01-31,"""""""It's like an apple tree but for Spiders.""""""",627
Serge,2019-01-31,"""""""Leave only footsteps and the garbage.""""""",628
Serge,2019-02-01,"""""""Left to my own devices, I never fall.""""""",629
Serge,2019-02-01,"""""""I was born to fall.""""""",630
Serge,2019-02-01,"""""""I'm sure we're fine... let's just wing it!""""""",631
Ben,2019-02-01,"""""""I was just excited about a dumpster.""""""",632
Serge,2019-02-01,"""""""Who's the fool *now*!?""""""",633
Serge,2019-02-01,"""""""This is yellow, which means I'm supposed to touch it.""""""",634
Serge,2019-02-01,"""""""Never listen to Bengineering.""""""",635
Serge,2019-02-01,"""""""Don't mind me as I just slowly slide into the sea...""""""",636
Serge,2019-02-04,"""""""I live in a world of darkness now.""""""",637
Serge,2019-02-05,"""""""These are building stakes now.""""""",638
Serge,2019-02-05,"""""""Let the graceful popping of grass soothe your ears.""""""",639
Serge,2019-02-05,"""""""We created life, chat!""""""",640
Serge,2019-02-15,"""""""Drink! Drink your precious blue fluid!""""""",641
Serge,2019-02-05,"""""""Isn't it everytime we go left something terrible happens to us?""""""",642
Serge,2019-02-05,"""""""Don't believe in the Sea.""""""",643
Serge,2019-02-06,"""""""Kitten Kitten Kitten...MEW MEW! ....What even is my LIFE?""""""",644
Serge,2019-02-06,"""""""Everybody ready to get stabbed!?""""""",645
Serge,2019-02-06,"""""""Wait - is that how math *works*!?""""""",646
Serge,2019-02-07,"""""""Look at this adventure pig!""""""",647
Serge,2019-02-07,"""""""Thank you for subscribing to Servo Facts.""""""",648
Serge,2019-02-07,"""""""Breaking News! TQ continues to be awesome! More news at 6!""""""",649
Serge,2019-02-07,"""""""You're right chat, I should have never doubted you.""""""",650
Serge,2019-02-07,"""""""The sea will hide our shame.""""""",651
James,2019-02-07,"""""""Where's a good vantage point?"""" -Serge, """"You have a JETPACK.""""""",652
Serge,2019-02-08,"""""""I look like I eat people....which I do.""""""",653
Serge,2019-02-08,"""""""Note to self, don't kill the Patient....ADAM.""""""",654
Rebellious Uno,2019-02-12,"""""""Depth is hard."""" -Serge, """"That's why it's easier not to bother""""""",655
Serge,2019-02-12,"""""""Yeah....all that carpet is burning."""" -RebelliousUno, """"How did that go WRONG?""""""",656
James,2019-02-12,"""""""Uno can be surprisingly unhelpful when he wants to be.""""""",657
RebelliousUno,2019-02-12,"""""""...How many TEETH portals do you have?""""""",658
Serge,2019-02-12,"""""""It's all about looking good, at the end of it all...""""""",659
"""Serge, being convinced to creep scope""",2019-02-12,"""""""I hate you so much Arclight. I hate you so much!""""""",660
Serge,2019-02-12,"""""""Yo, Gunner, you around? THAT'S REVENGE.""""""",661
Serge,2019-02-12,"""""""Hold your applause; we're not done yet...""""""",662
"""Serge, Convinced""",2019-02-12,"""""""So with the Builder's Wand...it should go pretty fast!""""""",663
Serge,2019-02-13,"""""""We now have unpleasant spirit poop""""""",664
"""Serge, on being a consumer""",2019-02-13,"""""""I kinda want to consume again""""""",665
Serge,2019-02-14,"""""""I can't NOT eat this curry that just appeared in front of me!""""""",666
Serge,2019-02-14,"""""""Skeleton, I choose you! OH GOD IT WORKED!""""""",667
Serge,2019-02-14,"""""""Easy peasy lemon squeezin'""""""",668
Serge,2019-02-14,"""""""Oh good I counted wrong.""""""",669
Serge,2019-02-14,"""""""Science is making me sad, here...""""""",670
Serge,2019-02-14,"""""""What a beautiful-looking ecosystem... let's wreck it!""""""",671
Serge,2019-02-14,"""""""I'm not *that* wrong, I beg your pardon!""""""",672
Serge,2019-02-14,"""""""I could fight a bear!""""""",673
Serge,2019-02-14,"""""""Bird noises! What a great song...""""""",674
Serge,2019-02-14,"""""""You're not IMMEDIATELY hit by a tree.""""""",675
Serge,2019-02-14,"""""""I just want sandstone and not to destroy the environment.""""""",676
Serge,2019-02-14,"""""""Purge... purge... continue!""""""",677
Serge,2019-02-15,"""""""I'm gonna put my butt on everything.""""""",678
Serge,2019-02-16,"""""""We don't need the people to worship us as a god-king.""""""",679
Serge,2019-02-16,"""""""Ooh, Catholicism!""""""",680
Serge,2019-02-16,"""""""Was that petty?"""" *Laughter*""",681
Serge,2019-02-16,"""""""Alright, Uno's going to bed; it's time to crush London!""""""",682
Serge,2019-02-16,"""""""Norway just has to DIE.""""""",683
Serge,2019-02-16,"""""""We have a religion, now!? How did *that* happen?""""""",684
Serge,2019-02-16,"""""""The destruction of London can wait.""""""",685
Serge,2019-02-16,"""""""Ooh, the *monarchy*!""""""",686
Serge,2019-02-16,"""""""I just lied to a man.""""""",687
Serge,2019-02-16,"""""""God, how many times am I going to have to listen to O Canada?""""""",688
Serge,2019-02-17,"""""""Montreal, you're not *that* important.""""""",689
Serge,2019-02-18,"""""""It rotates!? Oh no!""""""",690
Serge,2019-02-18,"""""""Good, good, good. BAD BAD BAD!""""""",691
Serge,2019-02-18,"""""""Nutmeg is *back*! Let's go!""""""",692
Serge,2019-02-18,"""""""Blame Serifina doesn't quite have the same mouthfeel as Blame James.""""""",693
Serge,2019-02-19,"""""""I am no longer panicking, alone in the dark.""""""",694
Serge,2019-02-19,"""""""I will smooth up to full""""""",695
Serge,2019-02-19,"""""""Jo played some pretty hardcore Pokemon.""""""",696
Serge,2019-02-19,"""""""Something that my mods can keep track of and sass me on? Of COURSE there's a wandoops command.""""""",697
Serge,2019-02-20,"""""""Alright...well. New plan. HIDE THE PROBLEM.""""""",698
Serge,2019-02-20,"""""""I did the Canadian thing of I went into a conversation angry and now we're Best Friends and have exchanged embassies.""""""",699
Serge,2019-02-26,"""""""Shapes are hard.""""""",700
Serge,2019-02-26,"""""""Through the literal mountain, secret, secret, secret, tunn-- GAH DIORITE!""""""",701
Serge,2019-02-26,"""""""I'm sorry chat... I shouldn't have lied to you.""""""",702
Jo,2019-02-27,"""""""That means you're EVIL.""""""",703
Serge,2019-02-27,"""""""You don't threaten *me* with peace!""""""",704
Serge,2019-02-27,"""""""Wooow... sucks to be Cardiff!""""""",705
Serge,2019-02-27,"""""""Espresso! Give them a Fatty Sprodawg! ...Is a sentence I just uttered""""""",706
Ravynn,2019-02-27,"""""""I feel confident that calling !quote sprodawg will only hit one specific entry...""""""",707
Serge,2019-02-28,"""""""Nooo! Tornadoes! This is terrible news!""""""",708
Serge,2019-02-28,"""""""I can turn my brain into French mode, and it's just silent.""""""",709
Serge,2019-02-28,"""""""We have caused a World War...I don't know how to feel about this...""""""",710
Serge,2019-02-28,"""""""To war, my dudes, to war!""""""",711
Serge,2019-02-28,"""""""Look at these butts.""""""",712
Serge,2019-02-28,"""""""I will stop being sea poo as soon as this world is mine.""""""",713
Serge,2019-02-28,"""""""Everyone wants our copy of Frankenstein, to which I say NAY!""""""",714
Serge,2019-03-01,"""""""Stop hitting Serge!""""""",715
Serge,2019-03-01,"""""""JACUZZI OF GODHOOD!""""""",716
Serge,2019-03-01,"""""""If I get hungry, I eat people.""""""",717
Serge,2019-03-01,"""""""There's so much lore... just ready to be eaten!""""""",718
Serge,2019-03-01,"""""""You know what? If we all die, that... that happens.""""""",719
Serge,2019-03-01,"""""""Finally! A fight we can win!""""""",720
Ben,2019-03-01,"""""""Yo stealing is cool!""""""",721
Serge,2019-03-01,"""""""Using magic to steal that was the best move of our life""""""",722
Serge,2019-03-01,"""""""Please don't kill Serge."""" *Kills Serge*""",723
Serge,2019-03-01,"""""""Aw, buckets""""""",724
Serge,2019-03-03,"""""""Me saying I knew how to do this was, in fact, a lie.""""""",725
Serge,2019-03-03,"""""""In this server, we drain the nether.""""""",726
Serge,2019-03-03,"""""""Oh, good, I'm stuck in a spider web.""""""",727
Serge,2019-03-03,"""""""Presto change-o... dirt begone!""""""",728
Serge,2019-03-04,"""""""When you try and do a bit and almost die.""""""",729
Serge,2019-03-04,"""""""Oh hey. That's a new quote. That's a very good quote!""""""",730
Serge,2019-03-04,"""""""My only enemy: a giant ball of fire in the sky.""""""",731
Serge,2019-03-05,"""""""Modded is DUMB.""""""",732
RebelliousUno,2019-03-05,"""""""Ale Wort? *whispers to self* What is ALE Wort...""""""",733
Serge,2019-03-05,"""""""GOD I hate you SO MUCH SUFFIX, I HATE YOU SO MUCH. WHY IS IT ALL DIORITE?!""""""",734
Serge,2019-03-05,"""""""I don't hate this. And I HATE that I don't hate this!""""""",735
James,2019-03-05,"""""""Serge why is every base better then ours? Except for Uno's.""""""",736
Serge,2019-03-05,"""""""James will fix this for us.""""""",737
Serge,2019-03-05,"""""""Apparently I have to look down upon them.""""""",738
Serge,2019-03-05,"""""""Hi! AH NO IT BURNS!""""""",739
Serge,2019-03-05,"""""""I found your bees, they hurt.""""""",740
Serge,2019-03-05,"""""""So it turns out that chicken lied to us...""""""",741
Serge,2019-03-05,"""""""Ooh, what are you? NO, ANGRY DOGS!""""""",742
Serge,2019-03-05,"""""""YOU THERE! Lie chicken!""""""",743
Serge,2019-03-05,"""""""I have a lot of boxes.""""""",744
Serge,2019-03-05,"""""""Is all this lava a lie? Ow! Why am I on fire again!?""""""",745
Serge,2019-03-05,"""""""*My* method is beautiful... and effective!""""""",746
Serge,2019-03-06,"""""""Let's YOLO Hydra""""""",747
Serge,2019-03-06,"""""""We have to consume James first.""""""",748
Serge,2019-03-07,"""""""The person I'm most disappointed in is James.""""""",749
Serge,2019-03-07,"""""""I'm going to just get rid of another mountain, just another mountain.... *Deep internal screaming*""""""",750
Serge,2019-03-07,"""""""Tremble before my might, mortals!""""""",751
Serge,2019-03-07,"""""""If it's a word, why can't I pronnounce it? CHECKMATE.....God I'm an idiot sometimes.""""""",752
Serge,2019-03-07,"""""""I have a VERY unhealthy relationship with this Fried Chicken...""""""",753
Serge,2019-03-08,"""""""Don't eat the raw fish butts!""""""",754
Serge,2019-03-08,"""""""I'm Kevining, please hold.""""""",755
Serge,2019-03-08,"""""""At no point have I had to contemplate eating Ben!""""""",756
Serge,2019-03-08,"""""""You've got in my head about Symmetry."""" -Ben, """"Isn't it great!""""""",757
Serge,2019-03-08,"""""""I love setting up future me for failure.""""""",758
Serge,2019-03-08,"""""""Wind is not tank treads.""""""",759
Serge,2019-03-09,"""""""Oh good! No, bad!""""""",760
Serge,2019-03-09,"""""""You there! Become a battleship! Ca-caw!""""""",761
Serge,2019-03-09,"""""""Where mah nukes at?""""""",762
Serge,2019-03-09,"""""""I thought I punched you more than that.""""""",763
Serge,2019-03-11,"""""""I'm sure James and I won't make any mistakes.""""""",764
Serge,2019-03-11,"""""""This is fine... right?""""""",765
Serge,2019-03-11,"""""""Oh no! Oh no! The baby's free!""""""",766
Serge,2019-03-11,"""""""We have a jetpack; what's the *worst* that could happen?""""""",767
Serge,2019-03-11,"""""""Thuuu-WHAAT's a problem!"""" *BOOM*""",768
Serge,2019-03-11,"""""""If modded has taught me anything it's that I don't have to manually do anything!""""""",769
Serge,2019-03-12,"""""""NO! Don't you DARE walk into a Cactus, you damn cow!""""""",770
Serge,2019-03-12,"""""""Wow, that squid is flying! You're magical! Good job, squid-friend!""""""",771
Serge,2019-03-12,"""""""I fell into the blood. Hahaha!""""""",772
Serge,2019-03-12,"""""""It's like the gift that keeps on giving, if the gift was pain!""""""",773
Serge,2019-03-12,"""""""Math: 1 Chat: 0 Bam!""""""",774
Serge,2019-03-12,"""""""Step one of any big project, of course, is to oops!""""""",775
Serge,2019-03-12,"""""""Sometimes they're not *murder* machines...""""""",776
Serge,2019-03-12,"""""""Just walk the snake backwards.""""""",777
Serge,2019-03-12,"""""""Good old granny Yager sure could walk a mean snake.""""""",778
Serge,2019-03-12,"""""""You are a hero wrench reminder!""""""",779
Serge,2019-03-12,"""""""Have seventeen bees! You deserve it!""""""",780
Serge,2019-03-12,"""""""I'm actually making things more beautiful chat.""""""",781
Serge,2019-03-12,"""""""Good old dependable lava! Why wouldn't we call it that if it wasn't dependable?""""""",782
Serge,2019-03-13,"""""""'Is coffee a win-con?' It is here. It's the win-con to my heart.""""""",783
Serge,2019-03-13,"""""""That is some of the worst flooding I've ever seen. That's incredible!""""""",784
Serge,2019-03-13,"""""""Let's get this iron, it should give us a big old--"""" *SQUEAK!*""",785
Serge,2019-03-13,"""""""It's tough, but I do love money""""""",786
Serge,2019-03-13,"""""""Ooh, friendship! Oh wait, no, that's shade""""""",787
Serge,2019-03-13,"""""""Who are we, if not the coffee people?""""""",788
Serge,2019-03-14,"""""""It looks like it's not level... because it's not.""""""",789
Serge,2019-03-14,"""""""Can I just run about and collect acorns!?""""""",790
Serge,2019-03-14,"""""""Apparently a tree is only a tree if it has leaves.""""""",791
Serge,2019-03-14,"""""""I need to get a couple blocks here to think about my life.""""""",792
Serge,2019-03-15,"""""""I'm like Widomaker, One Shot, One Wood. That's what she says, right?""""""",793
Serge,2019-03-15,"""""""It's called raft. It's not called 'not-raft'""""""",794
"""Ben, to Serge""",2019-03-15,"""""""I don't think we *need* to kill...""""""",795
Serge,2019-03-18,"""""""We are halfway dead!""""""",796
Serge,2019-03-18,"""""""I'm going down the blood tunnel.""""""",797
Serge,2019-03-18,"""""""All that matters is that Chat is happy.""""""",798
TQ,2019-03-18,"""""""What? You are all out of it. James is fine y'all weirdos.""""""",799
Serge,2019-03-18,"""""""It's so unnecessarily wasteful! But it's *so* good looking!""""""",800
Serge,2019-03-19,"""""""Wow! That barely used any tubes at all!""""""",801
"""Serge, upon seeing Fugi""",2019-03-19,"""""""Aee-agck!""""""",802
Serge,2019-03-19,"""""""Get all full of stabby bits.""""""",803
Serge,2019-03-19,"""""""When has Suffix ever led us astray?""""""",804
Serge,2019-03-19,"""""""Wait... are there shuriken everywhere!?""""""",805
Serge,2019-03-19,"""""""Is *Suffix* the reason there's fire everywhere?""""""",806
Serge,2019-03-19,"""""""You taught me this, chat, and I didn't forget it!"""" *Squeak!*""",807
Serge,2019-03-19,"""""""Precious chest goo.""""""",808
Serge,2019-03-19,"""""""I *do* like connective tissues...""""""",809
Serge,2019-03-19,"""""""I say no butts to you""""""",810
Serge,2019-03-20,"""""""Is it just me, or does Sid Meier sing like an angel?""""""",811
Serge,2019-03-20,"""""""What the? *Where* is Spain!?""""""",812
Serge,2019-03-20,"""""""I don't care about the PAST, Chat. I want it GONE.""""""",813
Serge,2019-03-20,"""""""I care less about the planet than I care about myself""""""",814
Serge,2019-03-21,"""""""I'm only going to the end, how scary could it be?""""""",815
Serge,2019-03-21,"""""""Two plus two is... yikes.""""""",816
Serge,2019-03-21,"""""""I don't care about pants.""""""",817
Serge,2019-03-21,"""""""Am I going to get attacked by bees? No bees!""""""",818
Serge,2019-03-21,"""""""We can always cheat later right?""""""",819
Serge,2019-03-21,"""""""I'm trying my best to make as few explosions here as possible...""""""",820
Serge,2019-03-21,"""""""I remember this from earlier... this is when everything *caught on fire*...""""""",821
"""Serge, surrounded by fire and explosions""",2019-03-21,"""""""OH NO! OH NO! OH NO! OH NO!""""""",822
Serge,2019-03-21,"""""""Okay. I'm going to fill this with tears.""""""",823
Serge,2019-03-21,"""""""Why would you make a maze full of spiders?""""""",824
Serge,2019-03-21,"""""""Chat! I put all my torches back into the PIG SHEEP!""""""",825
Serge,2019-03-21,"""""""Hello. Boop! I booped you.""""""",826
Serge,2019-03-21,"""""""Uh. That's my skin.""""""",827
Ben,2019-03-22,"""""""Sign me up for Demon School!""""""",828
Serge,2019-03-22,"""""""Oh. Awkward. Well, there's a buncha blood now!""""""",829
Serge,2019-03-24,"""""""...let's just buy a bunch of helicopters.""""""",830
Serge,2019-03-25,"""""""I've got a tape measure in my brain. Checkmate, Uno.""""""",831
ReydienOnline,2019-03-25,"""""""I do not measure with my hand; he who measures with his hand has forgotten the face of his father. I measure with my mind.""""""",832
"""Serge, *Chat stares back from the void.*""",2019-03-25,"""""""Why did I DOUBT myself, Chat?!""""""",833
James,2019-03-25,"""""""Keep chanting 'teeth.' Yes. Yes, that's fine.""""""",834
Serge,2019-03-26,"""""""Is that a round number? 'Cuz I love round numbers.""""""",835
Serge,2019-03-26,"""""""Shh... don't tell James he was right...""""""",836
Serge,2019-03-26,"""""""The water turns into blood for Creepy Doll.""""""",837
Serge,2019-03-26,"""""""Turns out very similar IQ's, birds and I.""""""",838
Serge,2019-03-27,"""""""No! There were bears! What are the chances there were *bears*!?""""""",839
Serge,2019-03-27,"""""""We're going to punch the bears. What's the worst that could happen?""""""",840
Serge,2019-03-27,"""""""And now:"""" *Squeak!*""",841
Serge,2019-03-27,"""""""I mean, propaganda seems good...""""""",842
Serge,2019-03-28,"""""""So I had to go into a panic and destroy everything.""""""",843
Serge,2019-03-28,"""""""Ben Wheeler if you're watching, I love you.""""""",844
Serge,2019-03-28,"""""""I should probably get up and stretch my eyes or whatever it is that humans do""""""",845
Serge,2019-03-28,"""*Sigh* """"I'm so happy with me...""""""",846
Serge,2019-03-28,"""""""Good dog chat.""""""",847
Serge,2019-03-28,"""""""No, don't put the glitter on the doggo!""""""",848
Serge,2019-03-30,"""""""Right. Whatever. Let's put these people to work; they'll be happier.""""""",849
Serge,2019-03-30,"""""""Cold at food, bad home!""""""",850
Serge,2019-03-30,"""""""Boiler-bot Bevins, bouncin' about. How's *that* for alliteration, chat?""""""",851
Serge,2019-03-30,"""""""Hub hub."""" *Chuckles*""",852
Serge,2019-03-30,"""""""Looks like *we* need a happy little blast o' propaganda!""""""",853
Serge,2019-03-30,"""""""Why is it going down, why is it estimating that we all die?""""""",854
Serge,2019-03-30,"""""""Go to your homes my poor idiot children!""""""",855
Serge,2019-03-30,"""""""The sick people are dropping like flies...in a good way.""""""",856
Serge,2019-03-31,"""""""Welcome to stupidity.""""""",857
Serge,2019-03-31,"""""""What happens if you eat raw meat? Is it bad?""""""",858
Serge,2019-03-31,"""""""I challenge you to produce *FIRE*!""""""",859
Serge,2019-03-31,"""""""I've got punch on the brain right now""""""",860
Serge,2019-03-31,"""""""Oh we found STONE! Suck it TURNER!""""""",861
Serge,2019-03-31,"""""""...Dammit I fell in the Shame Hole.""""""",862
Serge,2019-03-31,"""""""This is a mod of Viscera Cleanup Detail where people were just bad at Tetris.""""""",863
Serge,2019-03-31,"""""""Actually, I *do* have beef with James!""""""",864
Serge,2019-03-31,"""""""We got Texas barbecue, we got Carolina barbecue, and, my personal favourite, Arizona barbecue, says sw- *NO!*"""" *KA-BOOM*""",865
Serge,2019-03-31,"""""""My precious Idiot Friend James""""""",866
Serge,2019-03-31,"""""""It wasn't brave. I'm just dumb, sometimes...""""""",867
Serge,2019-03-31,"""""""Sometimes the chunk punches back..."""" *Stares wistfully into the distance*""",868
Serge,2019-03-31,"""""""I've obviously given the mods too much power.""""""",869
Serge,2019-04-01,"""""""I'm covered in Tim Tam. Hot, liquid Tim Tam.""""""",870
Serge,2019-04-01,"""""""I didn't know the 'slam' was due to urgency""""""",871
Serge,2019-04-01,"""""""god that looks so good! No! NOOO!""""""",872
Serge,2019-04-01,"""""""Your dog is proud of you.""""""",873
Serge,2019-04-01,"""""""It's vital for my safety that Uno doesn't know he was right""""""",874
Serge,2019-04-01,"""""""You gotta love that we're *so* wealthy.""""""",875
James,2019-04-02,"""""""Don't ask us! You're the Pretty Maker!""""""",876
Serge,2019-04-02,"""""""I don't know what James's problem is.""""""",877
Serge,2019-04-02,"""""""Five, four, three, two, one... noooooooo!""""""",878
Serge,2019-04-02,"""""""A-ha! I'm a wizard, now!""""""",879
"""Serge, in a moment of worldly enlightenment""",2019-04-02,"""""""I'd rather have dirt than diamonds.""""""",880
Serge,2019-04-03,"""""""Reduced salary expectations, will work for Peanuts. Sounds like one of my MODS!""""""",881
Serge,2019-04-03,"""""""Assuming my mods have legs is bold.""""""",882
Serge,2019-04-03,"""""""Why can't you fight ghosts, Uno?""""""",883
Serge,2019-04-03,"""""""Uno, what do I even pay you for?""""""",884
Serge,2019-04-03,"""""""I would describe Dix as Unahappy, Energized and Cheap! SURE!""""""",885
Serge,2019-04-03,"""""""Noo! My sofas!""""""",886
Serge,2019-04-03,"""""""It's only money.""""""",887
Serge,2019-04-03,"""""""That's a butt!""""""",888
Serge,2019-04-03,"""""""I don't actually love that murder hallway.""""""",889
Serge,2019-04-03,"""""""Do we care about attractiveness? Maybe.""""""",890
Serge,2019-04-03,"""""""Everything is lukewarm.""""""",891
Serge,2019-04-03,"""""""Turns out my doctors are thirstier than most people.""""""",892
Serge,2019-04-03,"""""""I'm glad PharmacistJudge wasn't here to see this.""""""",893
Serge,2019-04-03,"""""""TQ's biggest complaint....Too Thirsty.""""""",894
Serge,2019-04-03,"""""""The fern, I believe, is more important than our toilet.""""""",895
Serge,2019-04-04,"""""""Elves want to collect our garbage.""""""",896
Serge,2019-04-04,"""""""I'm gonna pass the blame onto chat.""""""",897
Serge,2019-04-04,"""""""I hate it when James is right!""""""",898
Serge,2019-04-04,"""""""One of these gates is made of pain.""""""",899
Serge,2019-04-04,"""""""Oh no! TQ got her mojo back! We're doomed!""""""",900
Serge,2019-04-04,"""""""Teeth. Where're the teeth at? Teeth!""""""",901
Serge,2019-04-04,"""""""Now remember chat, if anyone ever asks, Uno is the best.""""""",902
Serge,2019-04-06,"""""""Why is there a helicopter!?""""""",903
Serge,2019-04-06,"""""""Yeah right right right, we don't always want to kill people.""""""",904
Serge,2019-04-06,"""""""I'm going to give my mods the greatest gift I've ever given them, short of asking them to work for free.""""""",905
Serge,2019-04-06,"""""""Does your *face* go in a sling?""""""",906
Serge,2019-04-06,"""""""Wait, that's butts.""""""",907
serge,2019-04-06,"""""""I Didn't kill them! DIX killed them!""""""",908
Serge,2019-04-06,"""""""There's an earthquake, and Uno ran to the toilet.""""""",909
Serge,2019-04-06,"""""""Oh no! The clowns are here!""""""",910
Serge,2019-04-07,"""""""We're already better than James.""""""",911
Serge's Dad,2019-04-07,"""""""If we name our son Fabio... he's going to die.""""""",912
Serge,2019-04-08,"""""""Now the chat is just full of Alfs...""""""",913
Serge,2019-04-08,"""""""I'm an egoist.""""""",914
Serge,2019-04-09,"""""""Nooooooooo-"""" *Click*""",915
James,2019-04-09,"""""""You heard it here first, chat: Serge is not human.""""""",916
Serge,2019-04-09,"""*BOOM!* """"James, our wall!""""""",917
Serge,2019-04-09,"""""""Why wouldn't you just make ten louder?""""""",918
Serge,2019-04-09,"""""""Nothing like scarring the land to these peaceful beats, eh, chat?""""""",919
Serge,2019-04-10,"""""""Fountains don't like each other.""""""",920
Serge,2019-04-10,"""""""I can boop. Booping is the best.""""""",921
Serge,2019-04-10,"""""""You mean the Trogdelights deliberately try to make the streamer suffer?!""""""",922
"""Serge, on his birthday""",2019-04-10,"""""""Let's get our drank on.""""""",923
Serge,2019-04-10,"""""""Chaos is good.""""""",924
Serge,2019-04-11,"""""""Much like my very good boy Adam, I like picking fights I can't win.""""""",925
Serge,2019-04-11,"""""""I believe that was just Friendship. I don't have to pay James Ice cream for everything.""""""",926
Serge,2019-04-11,"""""""Oh Mods, why are you so much faster than everything else...[sic]""""""",927
Serge,2019-04-11,"""""""That's right Arclight, that's why you're my favourite Mod.""""""",928
Serge,2019-04-11,"""""""Mods are the WORST, I take it back! Arclight! THIS IS ALL YOUR FAULT!""""""",929
Serge,2019-04-11,"""""""You made me cackle chat.""""""",930
Serge,2019-04-11,"""""""Where mah teeth at?""""""",931
